id,address,careerPageURL,categories,city,claimed,country,cuisines,dateAdded,dateUpdated,descriptions,emails,facebookPageURL,faxes,features,geoLocation,hours,imageURLs,isClosed,keys,languagesSpoken,latitude,longitude,menuPageURL,menus,name,neighborhoods,numEmployeesMin,numEmployeesMax,numRoom,ownershipType,paymentTypes,people,phones,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,primaryCategories,productsOrServices,province,revenueCurrency,revenueMin,revenueMax,reviews,rooms,sic,sourceURLs,stockSymbol,technologiesUsed,twitter,websites,yearIncorporated,yearOpened
"AWrSROf9cuP9ADUBCrhl","1952 S Acoma Street",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:52Z","2019-07-08T23:26:03Z",,,,,,"POINT (-104.98848000 39.68085000)",,,,"us/co/denver/1952sacomastreet/1409797930",,"39.68085000","-104.98848000",,,"B's Treats","Overland,South Denver",,,,,,,"+1 303-733-1238","80223",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/bs-treats-507577168",,,,,,
"AWrSRNe2Z4Yw-wtdgbjO","125 Knox Court",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:48Z","2019-07-08T23:26:03Z",,,,,,"POINT (-105.03283000 39.71874000)",,,,"us/co/denver/125knoxcourt/407467679",,"39.71874000","-105.03283000",,,"Mi Pueblo Latin Market","Barnum,West Denver",,,,,"mastercard,visa",,"+1 303-253-7640","80219",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/mi-pueblo-latin-market-466076140",,,,"http://mipueblomarketco.com/",,
"AWrSROuDcuP9ADUBCrho","5500 Washington Street",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:53Z","2019-07-08T23:26:03Z",,"breckenridgetours2856@gmail.com",,,,"POINT (-104.97815000 39.79658000)",,"https://i2.ypcdn.com/blob/dd8a27679d4a10597fef29490cd128290393e2ff",,"us/co/denver/5500washingtonstreet/951170432",,"39.79658000","-104.97815000",,,"Bomareto's Market",,,,,,,,"+1 303-295-9015","80216",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/bomaretos-market-10450690",,,,,,
"AWrSROcicuP9ADUBCrhk","1495 S Boulevard",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:52Z","2019-07-08T23:26:03Z",,,,,,"POINT (-104.94101000 39.68957000)",,,,"us/co/denver/1495sboulevard/72235951",,"39.68957000","-104.94101000",,,"QFC - Quality Food Centers","CoryMerrill,East Denver",,,,,,,"+1 720-439-7331,+1 719-301-3787","80222",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/qfc-quality-food-centers-543839884",,,,"http://www.qfconline.com/",,
"AWrSRNuGZ4Yw-wtdgbjQ","62 Utica Street",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:49Z","2019-07-08T23:26:03Z",,,,,,"POINT (-105.04440000 39.71804000)",,,,"us/co/denver/62uticastreet/-1896048249",,"39.71804000","-105.04440000",,,"Utica Street Market","West Denver,Barnum West",,,,,,,"+1 303-459-1010","80219",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/utica-street-market-474135461",,,,,,
"AWrSROuBQTFama1XpjmR","1350 Vrain Street",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:53Z","2019-07-08T23:26:03Z",,,,,,"POINT (-105.04602000 39.73760000)",,,,"us/co/denver/1350vrainstreet/1280824363",,"39.73760000","-105.04602000",,,"Vaad Hakashrus Of Denver","West Colfax,West Denver",,,,,,,"+1 303-595-9349","80204",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/vaad-hakashrus-of-denver-11694709",,,,"http://scrollk.org/",,
"AWrSROOzQTFama1XpjmK","2990 Vrain Street",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:51Z","2019-07-08T23:26:03Z",,,,,,"POINT (-105.04616000 39.76004000)",,,,"us/co/denver/2990vrainstreet/-1952744163",,"39.76004000","-105.04616000",,,"Gluten Free Goods","West Highland,Northwest Denver",,,,,,,"+1 303-482-1183","80212",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/gluten-free-goods-473387298",,,,,,
"AWrSROPicuP9ADUBCrhh","1095 S Federal Boulevard",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:51Z","2019-07-08T23:26:03Z",,,,,,"POINT (-105.02542000 39.69694000)",,"https://i2.ypcdn.com/blob/2569d444dc6c5cce96aca3ab2d552784c5a8e49d",,"us/co/denver/1095sfederalboulevard/-1729034280",,"39.69694000","-105.02542000",,,"Hau Giang Market","Westwood,West Denver",,,,,,,"+1 303-936-7537","80219",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/hau-giang-market-6904500",,,,,,
"AWrSRN_8Z4Yw-wtdgbjS","3901 Tennyson Street",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:50Z","2019-07-08T23:26:03Z",,,,,,"POINT (-105.04423000 39.77125000)",,,,"us/co/denver/3901tennysonstreet/478563167",,"39.77125000","-105.04423000",,,"Simple Foods Market","Berkeley,Northwest Denver",,,,,,,"+1 303-561-4740","80212",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/simple-foods-market-15535877",,,,,,
"AWrSRNuDQTFama1XpjmH","5538 E 33rd Avenue",,"Grocery Stores,Convenience Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:49Z","2019-07-08T23:26:03Z",,,,,,"POINT (-104.92332000 39.76364000)",,"https://i4.ypcdn.com/blob/35251ad4649de4976016eb8b59ca23dc6bf47187",,"us/co/denver/5538e33rdavenue/-1045694420",,"39.76364000","-104.92332000",,,"Holly Food Market","Northeast Park Hill,Park Hill,North Denver",,,,,"master card,visa",,"+1 303-355-8776","80207",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/holly-food-market-13407558",,,,,,
"AWrSRNubcuP9ADUBCrhf","870 S Boulevard",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:49Z","2019-07-08T23:26:03Z",,,,,,"POINT (-104.93959000 39.70093000)",,,,"us/co/denver/870sboulevard/1717848157",,"39.70093000","-104.93959000",,,"Wild Oats Natural Marketplace","East Denver,Glendale",,,,,"amex,visa,mastercard,discover",,"+1 303-691-0101","80246",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/wild-oats-natural-marketplace-480862639",,,,,,
"AWrSRO-UZ4Yw-wtdgbjb","3904 Niagara Street",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:54Z","2019-07-08T23:26:03Z",,,,,,"POINT (-104.91065000 39.77126000)",,,,"us/co/denver/3904niagarastreet/1370030960",,"39.77126000","-104.91065000",,,"San Antonio Mexican Groceries","Northeast Park Hill,Park Hill,North Denver",,,,,,,"+1 303-377-2040","80207",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/san-antonio-mexican-groceries-1562202",,,,,,
"AWrSRO_AZ4Yw-wtdgbjc","3909 E Evans Avenue",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:54Z","2019-07-08T23:26:03Z",,,,,"[{""key"":""AKA"",""value"":[""Albertsons Supermarket"",""Albertsons LLC""]},{""key"":""Specialties"",""value"":[""Dairy, Condiments""]}]","POINT (-104.94198000 39.67930000)",,,,"us/co/denver/3909eevansavenue/-1998827119",,"39.67930000","-104.94198000",,,"Albertsons","University Park,South Denver,Wellshire,Southeast Denver",,,,,,,"+1 303-758-4474,+1 303-758-7234","80210",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/albertsons-456546418",,,,"http://www.albertsons.com/",,
"AWrSROuvcuP9ADUBCrhp","2253 Monaco Parkway",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:53Z","2019-07-08T23:26:03Z",,,,,"[{""key"":""Bike Parking"",""value"":[""Yes""]}]","POINT (-104.91293000 39.75022000)",,,,"us/co/denver/2253monacoparkway/1169378178",,"39.75022000","-104.91293000",,,"Walmart Neighborhood Market","Goldsmith,Southeast Denver,North Denver,Park Hill,South Park Hill",,,,,"amex,cash,check,discover,master card,visa",,"+1 303-323-4409","80207",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/walmart-neighborhood-market-482373464",,,,"http://www.walmart.com/",,
"AWrSROThZ4Yw-wtdgbjX","3950 Wynkoop Street",,"Grocery Stores,Pharmacies,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:51Z","2019-07-08T23:26:03Z",,,,,"[{""key"":""AKA"",""value"":[""Singles Market Place"",""Ingles Markets""]}]","POINT (-104.97237000 39.77362000)",,,,"us/co/denver/3950wynkoopstreet/-1184143624",,"39.77362000","-104.97237000",,,"Ingles","North Denver,Elyria Swansea",,,,,,,"+1 303-295-3000","80216",,,,"Retail","Groceries","CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/ingles-462121676",,,,"http://www.ingles-markets.com/",,
"AWrSRNtdcuP9ADUBCrhe","1076 S Federal Boulevard",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:49Z","2019-07-08T23:26:03Z",,,,,"[{""key"":""Bike Parking"",""value"":[""No""]},{""key"":""Attire"",""value"":[""Casual""]},{""key"":""Price Range"",""value"":[""Average""]},{""key"":""Takes Reservations"",""value"":[""No""]},{""key"":""Outdoor Seating"",""value"":[""No""]},{""key"":""Fax"",""value"":[""3039373638""]}]","POINT (-105.02434000 39.69726000)",,,,"us/co/denver/1076sfederalboulevard/-706098073",,"39.69726000","-105.02434000",,,"New Saigon Market","West Denver,Athmar Park",,,,,"amex,check,master card,visa",,"+1 303-937-7271,+1 303-937-0798","80219",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/new-saigon-market-454554458",,,,"http://newsaigon.com/",,
"AWrSROPzQTFama1XpjmL","4483 Broadway",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:51Z","2019-07-08T23:26:03Z",,,,,,"POINT (-104.98772000 39.77801000)",,,,"us/co/denver/4483broadway/106421716",,"39.77801000","-104.98772000",,,"Pablo","North Denver,Globeville",,,,,,,"+1 303-993-8053","80216",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/pablo-547741879",,,,,,
"AWrSRN97cuP9ADUBCrhg","5713 Logan Court",,"Grocery Stores,Supermarkets and Super Stores,Wholesale Grocers","Denver","yellowpages.com","US",,"2019-05-19T22:44:50Z","2019-07-08T23:26:03Z",,"galaxyexpressinc@yahoo.com",,,,"POINT (-104.98168000 39.80036000)",,"https://i2.ypcdn.com/blob/5caec3623fd21f03387e7e4bde25ed07a1b95687",,"us/co/denver/5713logancourt/-1253268720",,"39.80036000","-104.98168000",,,"Galaxy",,,,,,,,"+1 303-295-7722","80216",,,,"Wholesale Trade,Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/galaxy-7242159",,,,,,
"AWrSRP9vQTFama1Xpjme","1440 Poplar Street",,"Supermarkets and Super Stores,Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:58Z","2019-07-08T23:26:02Z",,,,,,"POINT (-104.90442000 39.73952000)",,,,"us/co/denver/1440poplarstreet/-617788812",,"39.73952000","-104.90442000",,,"Awash Grocery Store","Montclair,East Denver",,,,,,,"+1 720-381-0117,+1 303-321-4286","80220",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/awash-grocery-store-497277619",,,,,,
"AWrSRPwXcuP9ADUBCrhx","2555 W 8th Avenue",,"Grocery Stores,General Merchandise,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:57Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""Fax"",""value"":[""3036233569""]}]","POINT (-105.01836000 39.72955000)",,,,"us/co/denver/2555w8thavenue/-891115281",,"39.72955000","-105.01836000",,,"Pt Supply","West Denver,Sun Valley",,,,,,,"+1 303-623-3569,+1 303-623-3570","80204",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/pt-supply-12243038",,,,"http://www.westernsculptingsupply.net/",,
"AWrSRPOGZ4Yw-wtdgbjd","4255 W Florida Avenue",,"Grocery Stores,Discount Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:55Z","2019-07-08T23:26:02Z",,"nikki.n.griffin@save-a-lot.com",,,"[{""key"":""Location"",""value"":[""Mar Lee Manor Shopping Ctr""]},{""key"":""AKA"",""value"":[""Save-A-Lot Food Stores"",""Save-A-Lot (Onex)""]},{""key"":""Price Range"",""value"":[""Below Average""]},{""key"":""Fax"",""value"":[""3039354002""]}]","POINT (-105.04182000 39.69038000)",,"https://i3.ypcdn.com/blob/413cbbb09d38b39f50467f55234a18bc7fa6c52b",,"us/co/denver/4255wfloridaavenue/1872827572",,"39.69038000","-105.04182000",,,"Save-A-Lot","Mar Lee,West Denver",,,,,"discover,master card,visa",,"+1 303-935-0880,+1 303-935-4002","80219",,,,"Retail","Dairy Department Fruit Grocers Meat Department","CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/save-a-lot-1903278",,,,"http://www.save-a-lot.com/",,
"AWrSRPPCsVYjT2BJAyGb","4619 E Mississippi Avenue",,"Grocery Stores,General Merchandise,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:55Z","2019-07-08T23:26:02Z",,,,,,"POINT (-104.93355000 39.69666000)",,,,"us/co/denver/4619emississippiavenue/1357001425",,"39.69666000","-104.93355000",,,"The Corner Market","Glendale,East Denver",,,,,,,"+1 303-757-2277,+1 303-757-2211,+1 303-758-1040","80246",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/the-corner-market-483391263",,,,,,
"AWrSRP2SQTFama1Xpjmd","2243 S Albion Street",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:57Z","2019-07-08T23:26:02Z",,"jbl@luxuryrealestate.com",,,"[{""key"":""Location"",""value"":[""Its located between Evans and Illif on Colorado Blvd.""]},{""key"":""Price Range"",""value"":[""Below Average""]}]","POINT (-104.93997000 39.67575000)",,,,"us/co/denver/2243salbionstreet/973466062",,"39.67575000","-104.93997000",,,"Middle East Market","University Hills,South Denver",,,,,"discover,mastercard,visa",,"+1 303-756-1226,+1 303-756-3462,+1 303-756-4580","80222",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/middle-east-market-14916348",,,,,,
"AWrSRP-YcuP9ADUBCrh1","5252 Sherman Street",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:58Z","2019-07-08T23:26:02Z",,,,,,"POINT (-104.98459000 39.79283000)",,,,"us/co/denver/5252shermanstreet/-1547863572",,"39.79283000","-104.98459000",,,"Boulder Natural Meats",,,,,,,,"+1 303-291-0102,+1 877-368-8143","80216",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/boulder-natural-meats-524816275",,,,"http://bouldernaturalmeats.com/",,
"AWrSRPyuQTFama1Xpjma","4401 W 52nd Avenue",,"Grocery Stores,Convenience Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:57Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""AKA"",""value"":[""E-Z Handy Market"",""Sara's Handy Market""]}]","POINT (-105.04397000 39.79115000)",,,,"us/co/denver/4401w52ndavenue/-1967170158",,"39.79115000","-105.04397000",,,"Gn Hand Market","Regis,Northwest Denver",,,,,"visa,master card",,"+1 303-433-4043","80212",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/gn-hand-market-703867",,,,,,
"AWrSRQNNsVYjT2BJAyGl","7326 Washington Street",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:59Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""Location"",""value"":[""Center Land Crossing""]}]","POINT (-104.97776000 39.82948000)",,"https://i3.ypcdn.com/blob/1dc0992229168d7912c6e8c6ce98ca256c757eba",,"us/co/denver/7326washingtonstreet/1444149752",,"39.82948000","-104.97776000",,,"North Denver Sausage",,,,,,,,"+1 303-379-9505","80229",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/north-denver-sausage-480880048",,,,"https://www.northdenversausage.com/",,
"AWrSRP9xZ4Yw-wtdgbjj","909 S Oneida Street",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:58Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""Location"",""value"":[""Oneida Square""]},{""key"":""AKA"",""value"":[""Yakov and Song Inc"",""Yakov and Sons Inc""]}]","POINT (-104.90901000 39.69973000)",,,,"us/co/denver/909soneidastreet/1359213471",,"39.69973000","-104.90901000",,,"Yakov Song Inc","East Denver,Washington Virginia Vale",,,,,,,"+1 303-331-9005","80224",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/yakov-song-inc-459397902",,,,,,
"AWrSRPzbcuP9ADUBCrhy","6701 E Stapleton Dr N",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:57Z","2019-07-08T23:26:02Z",,"office.mgr@abfco.com",,,,"POINT (-104.91040000 39.77903000)",,,,"us/co/denver/6701estapletondrn/641314563",,"39.77903000","-104.91040000",,,"Passport Foods","Northeast Park Hill,Park Hill,North Denver",,,,,,,"+1 303-296-3215,+1 303-293-8804,+1 303-293-8410","80216",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/passport-foods-469579868",,,,"http://www.abfco.com/about-us",,
"AWrSRPgtsVYjT2BJAyGe","4393 W Florida Avenue",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:56Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""AKA"",""value"":[""Florida Avenue Market""]}]","POINT (-105.04338000 39.68974000)",,"https://i3.ypcdn.com/blob/43209e2aa05255d3dd25df35968e052bf5ce129e",,"us/co/denver/4393wfloridaavenue/-841723047",,"39.68974000","-105.04338000",,,"Florida Market","Mar Lee,West Denver",,,,,,,"+1 303-922-9151","80219",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/florida-market-12735299",,,,,,
"AWrSRPO-QTFama1XpjmX","4255 W Florida Avenue",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:55Z","2019-07-08T23:26:02Z",,"info@leevers.com",,,"[{""key"":""Location"",""value"":[""Mar Lee Manor Shopping Ctr""]},{""key"":""AKA"",""value"":[""Leevers Supermarket Headquarters"",""Leevers Supermarkets, Inc""]}]","POINT (-105.04182000 39.69038000)",,,,"us/co/denver/4255wfloridaavenue/1417887492",,"39.69038000","-105.04182000",,,"Leevers Supermarket Hq","Mar Lee,West Denver",,,,,,,"+1 303-935-2578,+1 303-935-0880","80219",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/leevers-supermarket-hq-492977302",,,,"http://leevers.com/",,
"AWrSRPPJsVYjT2BJAyGc","506 S Federal Boulevard",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:55Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""Bike Parking"",""value"":[""Yes""]},{""key"":""Attire"",""value"":[""Casual""]},{""key"":""Takes Reservations"",""value"":[""No""]},{""key"":""Outdoor Seating"",""value"":[""Yes""]}]","POINT (-105.02468000 39.70699000)",,,,"us/co/denver/506sfederalboulevard/-773701579",,"39.70699000","-105.02468000",,,"Heidi's Super Market","West Denver,Athmar Park",,,,,,,"+1 720-379-5199","80219",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/heidis-super-market-459518863",,,,"http://www.heidisbrooklyndeli.com/",,
"AWrSRQAFZ4Yw-wtdgbjk","7150 Leetsdale Drive",,"Grocery Stores,Discount Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:58Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""Location"",""value"":[""Leetsdale Marketplace""]},{""key"":""AKA"",""value"":[""Save-A-Lot Food Stores""]}]","POINT (-104.90427000 39.69838000)",,,,"us/co/denver/7150leetsdaledrive/1872827572",,"39.69838000","-104.90427000",,,"Save-A-Lot","East Denver,Washington Virginia Vale",,,,,,,"+1 303-321-2821","80224",,,,"Retail","Dairy Department Fruit Grocers Meat Department","CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/save-a-lot-542565590",,,,"http://www.save-a-lot.com/",,
"AWrSRPsysVYjT2BJAyGi","970 S Oneida Street",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:57Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""Location"",""value"":[""Plaza Esteban""]},{""key"":""AKA"",""value"":[""Shagere Markets""]}]","POINT (-104.90752000 39.69888000)",,,,"us/co/denver/970soneidastreet/1289613421",,"39.69888000","-104.90752000",,,"Hagere Markets","East Denver,Washington Virginia Vale",,,,,,,"+1 303-377-6644","80224",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/hagere-markets-543493586",,,,,,
"AWrSRPdyQTFama1XpjmZ","2039 S Federal Boulevard",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:56Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""Location"",""value"":[""Brentwood Shopping Ctr""]}]","POINT (-105.02521000 39.67968000)",,,,"us/co/denver/2039sfederalboulevard/479490837",,"39.67968000","-105.02521000",,,"Encanto Botanica","Harvey Park,Southwest Denver",,,,,,,"+1 303-935-2470","80219",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/encanto-botanica-467393465",,,,,,
"AWrSRPevcuP9ADUBCrhv","6198 Franklin Street",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:56Z","2019-07-08T23:26:02Z",,"business.ethics@safeway.com",,,,"POINT (-104.96771000 39.81020000)",,,,"us/co/denver/6198franklinstreet/-161883478",,"39.81020000","-104.96771000",,,"Safeway Scaffolding",,,,,,,,"+1 303-286-5924","80216",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/safeway-scaffolding-472493733",,,,,,
"AWrSRPOcsVYjT2BJAyGa","1951 S Federal Boulevard",,"Grocery Stores,Discount Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:55Z","2019-07-08T23:26:02Z",,,,,"[{""key"":""Location"",""value"":[""Brentwood Shopping Ctr""]},{""key"":""AKA"",""value"":[""Save-A-Lot (Onex)"",""Save-A-Lot Food Stores""]},{""key"":""Price Range"",""value"":[""Below Average""]}]","POINT (-105.02612000 39.68038000)",,"https://i1.ypcdn.com/blob/c509febb114609bbdd33c9cae37b4a1d2d175523",,"us/co/denver/1951sfederalboulevard/1872827572",,"39.68038000","-105.02612000",,,"Save-A-Lot","College View,South Denver,Harvey Park,Southwest Denver",,,,,,,"+1 303-407-0430","80219",,,,"Retail","Dairy Department Fruit Grocers Meat Department","CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/save-a-lot-470304038",,,,"http://www.save-a-lot.com/",,
"AWrSRQdzcuP9ADUBCrh9","3400 N York Street",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:45:00Z","2019-07-08T23:26:01Z",,,,,,"POINT (-104.96614000 39.75899000)",,,,"us/co/denver/3400nyorkstreet/-1810246234",,"39.75899000","-104.96614000",,,"A Pecos Food Mart","Cole,North Denver",,,,,,,"+1 720-389-9693","80205",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/a-pecos-food-mart-497385770",,,,,,
"AWrSRQMhcuP9ADUBCrh4","4220 Wadsworth Boulevard",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:59Z","2019-07-08T23:26:01Z",,,,,,"POINT (-105.08124500 39.77430700)","[{""day"":""Saturday - Sunday"",""hour"":""need to fix it""}]",,,"us/co/denver/4220wadsworthboulevard/-48507286",,"39.77430700","-105.08124500",,,"US Metals","Barths",,,,,,,"+1 303-295-3000","80205",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/us-metals-479798466",,,,,,
"AWrSRQQncuP9ADUBCrh5","8800 E Colfax Avenue",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:59Z","2019-07-08T23:26:01Z",,,,,"[{""key"":""AKA"",""value"":[""Family Asia Market""]},{""key"":""Price Range"",""value"":[""Average""]}]","POINT (-104.88547000 39.73985000)",,,,"us/co/denver/8800ecolfaxavenue/-1827111876",,"39.73985000","-104.88547000",,,"Family Asian Market","East Denver,East Colfax",,,,,,,"+1 303-399-3777","80220",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/family-asian-market-14782612",,,,"http://iga.com/",,
"AWrSRQaSsVYjT2BJAyGm","1120 Yosemite Street",,"Grocery Stores,Convenience Stores","Denver","yellowpages.com","US",,"2019-05-19T22:45:00Z","2019-07-08T23:26:01Z",,,,,"[{""key"":""Price Range"",""value"":[""Below Average""]},{""key"":""Bike Parking"",""value"":[""No""]}]","POINT (-104.88434000 39.73338000)",,,,"us/co/denver/1120yosemitestreet/705041682",,"39.73338000","-104.88434000",,,"Karen Asian Mini Market","Del Mar Parkway,Brooklyn",,,,,,,"+1 303-340-0044","80220",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/karen-asian-mini-market-462129138",,,,,,
"AWrSRQc6cuP9ADUBCrh8","8332 E Colfax Avenue",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:45:00Z","2019-07-08T23:26:01Z",,,,,,"POINT (-104.89085000 39.73987000)",,,,"us/co/denver/8332ecolfaxavenue/-663727135",,"39.73987000","-104.89085000",,,"Knh Market","East Denver,East Colfax",,,,,,,"+1 303-377-2522","80220",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/knh-market-497176849",,,,,,
"AWrSRQLVcuP9ADUBCrh3","7950 E Mississippi Avenue",,"Grocery Stores,Supermarkets and Super Stores","Denver","yellowpages.com","US",,"2019-05-19T22:44:59Z","2019-07-08T23:26:01Z",,,,,,"POINT (-104.89582000 39.69602000)",,,,"us/co/denver/7950emississippiavenue/2049973283",,"39.69602000","-104.89582000",,,"Mile High Halal Market",,,,,,"discover,debit,amex,mastercard,visa",,"+1 303-974-2188,+1 303-481-8329","80247",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/mile-high-halal-market-456813286",,,,,,
"AWrSRQcHQTFama1Xpjmi","5470 E Evans Avenue",,"Grocery Stores","Denver","yellowpages.com","US",,"2019-05-19T22:45:00Z","2019-07-08T23:26:01Z",,,,,,"POINT (-104.92429000 39.67832000)",,,,"us/co/denver/5470eevansavenue/1287488836",,"39.67832000","-104.92429000",,,"Jerusalem Market","Goldsmith,Southeast Denver",,,,,,,"+1 303-691-2330","80222",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/denver-co/mip/jerusalem-market-462135796",,,,,,
